name,state,faa
Joe Sanford Field,MS,MS24
Jett Airpark,VA,2VA1
Strafuss Airport,KS,SN43
Bartletts Airport,AK,AK96
Sunny Slope Runway Airport,WI,WN28
Moccasin Creek Airport,SC,51SC
Ehrhardt Airport,SC,SC35
Broxton Bridge Plantation Airport,SC,SC55
Shiloh Plantation Airport,SC,SC69
Gregg Airport,PA,16PA
Bandel Airport,PA,22D
Ekalaka Airport,MT,97M
Laird Ranch Airport,MT,MT05
Castleberry Airport,MT,MT45
Sikorski Ranch Airport,MT,MT74
Ekuk Airport,AK,KKU
Rodgers Roost Airport,TX,0XS1
Frels Airport,TX,2TE4
Norris Raun Ranch Airport,TX,68TE
Stovall Ranch Nr 1 Airport,TX,7TE6
Tradewind Agricultural Airport,TX,8TE8
El Campo Airpark,TX,TS96
Douthitt Strip,CA,23CN
Patty Field,KS,9K6
Foster Field,KS,SN58
El Mirage-Village Square Airport,AZ,2AZ3
El Mirage Field Adelanto Airport,CA,99CL
Cypress Creek Airpark,AR,6AR0
Barnstorm Field,IL,1IL0
Corn Alley Airport,IL,63IS
Pellar Farm Airport,OK,28OK
Baker Airstrip,OK,8OK2
Brandley Airport,OK,8OK4
Norrie Brook Airport,WI,WI00
Ambrosich Field,CO,4CO7
Flying Lazy D Ranch Airport,CO,CO49
Horak Airport,AL,7AL9
Pleasant View Farm Airport,AL,
Perdido Winds Airpark,AL,AL08
Shields Airport,AL,AL55
Walls Airport,NY,NY19
[Duplicate] Hoby Wolf Airport,MD,1W5
Eldora Municipal Airport,IA,6C0
Rocking R Ranch Airport,TX,6TA0
Christian Ranch Airport,TX,7XS5
Blue Hollow Airpark,MO,
Johnson Airstrip,ND,NA32
L. Seckerson Airstrip,ND,NA84
Mc Alister Farm Airport,TX,TS80
Gopher Stol Airport,WI,
Log Cabin Airport,WI,WS69
Elgin Municipal Airport,ND,Y71
Koinzan Airport,NE,NE44
Over the Hill Airport,SC,12SC
Skye Dance Airport,TX,1XS2
Elgin Intracontinental Airport,TX,56TS
Hawken Air One Airport,TX,62TA
Baker's Place Airport,TX,TX61
Wood Triple D Airport,TX,TX72
Elim Airport,AK,ELI
Moses Point Airport,AK,MOS
Dietrichs Airport,CO,3CO7
Pine View Airport,CO,8CO9
D Bar D Airport,CO,9CO6
Flyin' B Ranch Airport,CO,CD45
Circle 8 Ranch Airport,CO,CO42
Robinson Airpark,IN,1IN4
Stewart Airport,IN,IN68
Hales Landing Airport,WV,2WV3
Fletcher's Airport,NC,1NC3
Meadstown Airstrip,NC,NC28
Mitchell Field,NC,17NC
Harman Airport,PA,0PS7
Gusler Airport,PA,PA74
Elk Heights Airport,WA,WN04
Darbro Field,KS,05KS
Bob Faler Airport,KS,SN44
Diamond M Ranch Airport,CA,90CL
Lucchetti Ranch Airport,CA,8CL2
Sky Way Estates Airport,CA,CL04
Stocktrade Airport,WI,WI05
Mj Aviation Ii Airport,SD,SD00
Yuba Airport,MI,34U
Elk River Airport,ID,ID85
Meadowvale Airport,MN,MN40
Elkader Airport,IA,I27
Strizki Ultralightport,PA,PA19
Elkhart Morton County Airport,KS,EHA
Wheatley Farms Airport,IA,
Paddock Field,WI,41WI
Swan Airport,WI,WI70
Weedhopper Meadow Airport,WI,WI71
Foggy River Airport,AR,1AR4
Fairview Airport,WV,WV70
Blumenstetter Airport,MO,MU63
Baker Airport,PA,PA75
Red Rock Ranch Airport,NV,NV22
Byrd Air Field,FL,5FL4
Standard Field,KY,5KY4
Farm Yard Field,OR,94OR
Martin Fierro Airport,WI,WI72
Owens Field,DE,DE12
Ellendale Municipal Airport,ND,4.00E+07
Flying Rock Airpark,WA,WA47
J K D Farms Airport,WA,WN64
Thomson Airfield,FL,6FD7
Wysocki Field,CT,CT15
Eagle Field,MO,0MU0
Ellinwood Municipal Airport,KS,1K6
Mave's Lakeview Road Airport,WI,8WN8
Wood Strip,MT,1MT3
Ellsworth Municipal Airport,KS,9K7
Home Safe Airport,PA,PS87
Hess Airport,TX,
D and B Airpark,WA,84WA
My Airport,WA,WN65
Harold K. Wells Airport,KS,SN37
Russell Paradise Airport,TX,2TX1
Harmony Field,TX,6XS9
Walnut Creek Airport,MO,76MO
Emmanuel Airport,NJ,04NJ
Coombs Airport,NJ,7NJ7
Jackson Field,IL,2IS3
Dalrymples Airport,NY,NK47
Connelly Field,NY,
Crow-Mag Airport,OR,33OR
Barnard Airport,KS,51KS
Haar Airport,OH,9OH1
Toussaint Airpark,OH,9OH2
Mckey Airport,OK,0OK1
Entropy Airport,OK,
Bornemeier Airstrip,NE,8NE4
K & D Airport,NC,71NC
Seidel Ranch Airport,TX,02XS
Elroy Municipal Airport,WI,60C
Sloan's Airport,MO,0MO8
Stinking Water Creek Airport,NE,NE73
Hamp Airport,MI,68R
Sweedler Airport,IL,3IL2
Elwood Airport,IN,
Johnson Lake Airport,NE,2NE0
Geyser Ranch Airport,NV,7NV8
Richards Airport,OH,9OH4
Elyria Airport,OH,1G1
Carroll's Airport,OH,OI22
Galler's Airport,MN,75MN
Cub Bear Airport,WI,85WI
Pam's Place Airport,IN,78I
Patrum Field,IN,II09
Rooster Field,KY,40KY
Yoder Airport,IN,
Lanham Field,ID,04ID
Sharpe's Strip,MI,2.00E+02
Bell Airport,MD,MD12
Empire Airport,MI,Y87
Empire Airport,NV,18NV
Empire Farms Airport,NV,NV77
Sickler Airstrip,KS,15KS
Mary's Place Airport,KS,
Roberts Memorial Airport,KS,SN04
Platt Ranch Airport,WY,WY51
Lewis Ranch Airport,TX,2TX4
Strait Ranch Airport,TX,8TS9
La Esperanza Ranch Airport,TX,TE29
El Jardin Ranch Airport,TX,XA66
El Coyote Ranch Airport,TX,2TA8
Sky Haven Airport,ND,5N4
Geske Airfield,ND,ND47
Stoney Real Estate Airport,IL,LL13
Dunroamin Farms Airport,NC,76NC
Enfield-Shearin Airport,NC,NC45
Bredlow Farm Airport,AR,17AR
Moore Farm Airport,AR,45AR
Roberson Airport,IN,IN80
Mar Bar L Farms Airport,NJ,NJ46
Longhorn Field,OK,75OK
Barber Airport,SD,SD98
MX Ranch Heliport,TX,TE05
Skylark Airport,TX,XS34
Corkern Airport,LA,LA94
Reno Airport,PA,PN11
Esenada Airport,NM,NM48
Prichard Airstrip,KS,1KS4
Peacock Ranch Airport,OR,05OR
Reds Wallowa Horse Ranch Airport,OR,6OR9
Beach Ranch Airport,OR,OR64
Bergseth Field,WA,WN76
Bryan Airport,WA,WN87
Harvey Airport,MO,MO35
Hiserts Airpark Inc Airport,NY,3NY7
Moen Airport,ND,
Bucker Field,TX,TE39
Ruby Field,TX,TX39
Flying D Ranch Airport,TX,TX94
Haddock Field,OK,O13
X1 Ranch Airport,NE,8NE5
Parkland Airport,CO,7CO0
Erie Air Park,IL,3H5
Schroeder Private Airport,ND,38ND
Thermal G. Ranch Gliderport,PA,03G
Matejka Field,NY,NK54
Hemmingsen Private Airport,MN,76MN
Oak Lake Air Strip,MN,MN42
Erwinna Private Airport,PA,PA77
Tintinhull Airport,PA,
Schexnayder Airport,LA,66LA
Zachry Ranch Airport,TX,7TE1
Lyall-Roberts Airport,CA,37CL
Converse Farm Airport,KS,SN47
Vodden Airport,IL,IS15
Slater Farm Airport,ND,2NA7
Ripplinger Strip,ND,NA33
Schoharie Creek Airport,NY,32NK
Gar Field,NY,7NY1
Hogan Airport,NY,NY05
Jurassic Landings Ultralightport,IL,II31
Bonebender Airport,NY,41NY
Richter Aero Airport,NY,NY84
Eagle Nest Ranch Airport,OR,OR65
Beaver Oaks Airport,OR,OR66
Mc Gill Airport,OR,
Estancia Municipal Airport,NM,E92
Corkscrew Trace Airpark,FL,1FD4
Lejeune Airport,LA,00LS
Freedom Field,IA,
Harpers Airport,SC,02SC
Myers-Smith Airport,TN,TN67
Ethel Intl,WA,WN34
Torgerson Airport,MT,06MT
Keech Airport,NY,5NY3
R.M. Harris Airport,GA,4GA4
Short Airport,KY,53KY
Kaml Airstrip,MN,45MN
Gasper Airport,MN,MY59
Ward's Airport,AR,7AR1
Baker Flying Service Airport,AR,AR01
Bland Airport,KS,52KS
Fountainhead Lodge Airpark,OK,0F7
Canadian River Ranch Airport,OK,OK04
Etowah Fields Airport,GA,02GE
Luscombe Lane 1 Airport,LA,80LA
Koch Airport,LA,91LA
Kinder Ag Service Airport,LA,LA57
Acadian Medical Center Heliport,LA,LA65
Eureka Airport,MT,88M
Eureka Municipal Airport,SD,3W8
Edinger Field,WI,
Happy Jacks Air Strip,WI,WI73
Eureka Creek Airport,AK,2Z2
Buck Mountain Airport,AR,18AR
Black Horse Landing Ultralightport,AR,35AR
Silver Wings Field,AR,5A5
Hammer Field Airport,AR,7AR0
Flying Machines Airstrip,AR,AR08
Britt Brown & Porter Ranch Airport,FL,6FD6
Ashley Field,FL,FL47
Eutaw Municipal Airport,AL,3A7
Eva Creek Airport,AK,2Z3
Ben Bruce Memorial Airpark,TX,4TE8
Evans Airways Airport,NY,4NK3
Pabst Blue Ribbon Airport,PA,PN16
Riverveiw Airport,IL,5IS3
Skylane Airport,IN,3EV
Plugger Airport,IN,IN36
Elmer Airport,MN,
Heineck Farm Airport,WA,76WA
Jim & Julie's Airport,WA,96WA
Oasis Ranger Station-U.S. Government Airport,FL,9FL7
Marshdale STOLport,CO,CO52
Alpine Range Airport,TX,00TS
West Wind Airport,WA,7WA3
Ellingsen Field,MO,MO34
Staggs Airport,MO,78MO
Vandersnick Airport,NE,41NE
Kitty-Wompus Airport,WI,26WI
Exeter Airport,CA,O63
Phil Cain Memorial Field,PA,3PN9
Fabens Airport,TX,E35
Woodford Airfield,NY,4NK4
Strickland Field,NC,89NC
Marshall Field,MO,MO14
Eads Ridge Airport,MO,MO68
Wards Long Acres Airport,MI,MI15
Fair Haven Municipal Airport,VT,
Dalrymple's Airport,AK,31AK
Hardrock Field,AK,32AK
Tolovana Hot Springs Airport,AK,83AK
Lakloey Air Park,AK,AK22
Moen's Ranch Airport,AK,AK52
Gold King Creek Airport,AK,AK7
Blair Lake Airport,AK,2AK1
Clear Creek Airport,AK,2AK2
Ficklin-Airtech Airport,IL,26IS
Wayne Ziller Jr Airport,IL,4IL2
Fairbury Municipal Airport,NE,FBY
Waldemer Flying W Ranch Airport,MO,MO58
Steele Airport,MO,24MU
Arliss M Airport,FL,FA09
Estle Field,IA,IA61
Camas County Airport,ID,U86
Dozier Airport,IL,57IS
Bob-Mar Airport,ME,ME20
Fairfield Airport,MT,5U5
Frager Field,NE,0NE6
Karlindo Airport,PA,3PN2
Mid Atlantic Soaring Center Airport,PA,W73
Pyramid Ranch Airport,TX,2TA6
Moore Hx Ranch Airport,TX,7XS6
Big Brown Creek Airstrip,TX,
Klumpp Airport,AL,AL78
Green Country Airpark,OK,69OK
Mckee Airport,NC,NC70
Fairmont State Airfield,NE,FMZ
Fairmont Field Airport,OK,OK16
Carr Airport,WV,WV65
Cast Airport,IL,5IS7
Peacock Farms Airport,IN,64IN
Halka Nurseries Airport,NJ,9NJ6
Fairview Airport,MT,5U6
Fairview Evergreen Airport,PA,PN18
Vig Limousin Airport,SD,1SD4
Faith Municipal Airport,SD,D07
Blomberg 42 Ranch Private Airport,SD,SD48
G W Flanders Ranch Strip,CO,CO54
Cage Ranch Airport,TX,7TE2
Fall City Airport,WA,1WA6
Darrow Field,NV,26NV
Swope Farm Airport,WV,WV11
Kelley Crop Service Airport,TX,7TE0
Broussard Farm Airport,TX,
Farewell Airport,AK,FWL
Tin Creek Airport,AK,TNW
Fargo Airport,GA,GA25
South Hector Airstrip,ND,6NA2
Niklaus RLA Restricted Landing Area,IL,IS26
Pruss Airport,IN,17IN
Kester Fly Inn Airport,IN,18IN
Austin Air Ads Airport,IN,
Shure Airport,IN,IN57
Murphy Farms Airport,IL,70IL
Mc Intosh Airport,OH,OH59
Mullins Landing Airport,TX,6XS3
Short Stop Airport,TX,8TA5
Willaview Airport,DE,2DE2
Chorman Airport,DE,D74
Farmington Airport,MD,
Hall Airport,MN,69MY
Jennrich Field,MN,MN45
Lucht Field,MN,MN46
Nielsen's Airport,MN,MY97
Lakeside Airport,MO,MU65
Keller Field,NM,
Williams Airport,NM,
Davenport Airport,NM,NM39
New Salem Aerodrome,NY,74NY
Flanagan Field,NC,N08
Providence Airport,VA,05VA
Big Buffalo Airstrip,VA,VA34
Raby Airpark,TN,8TN3
Farrar Airport,IA,IA56
Witbeck Aerodrone Airport,MI,4MI7
"Farwell Spraying Service, Inc Airport",TX,30XS
Farris Strip,MO,61MU
Lawlor-Justus Airport,MO,9MO3
Charlie Wilkes Airport,AL,AL00
Mundron Field,OH,87OH
Mount Comfort Airpark,AR,02AR
Wedington Woods Airport,AR,67AR
Henson Farm Airport,AR,AR35
Willow Pond Aviation Inc Airport,GA,19GA
Walker Field,GA,GA90
Adams Airport,GA,GA91
Beck Field,GA,GA92
Bishops Airport,GA,GA93
Mc Lendon Airport,GA,GA94
Coleman Field,GA,GA95
Windemere Airport,NC,47NC
Eastover Air Ranch Airport,NC,6NC3
Double J Airport,OH,1OA5
5 Lakes Airport,PA,PA81
Fayette Airport,WV,WV59
Feather River Airport,AK,3Z1
South Fork Ranch Airport,ID,0ID0
Slater Field,MD,00MD
Magennis Farm Airport,MD,7MD1
Utter Field,OH,2OA7
Fellsmere Airport,FL,4FL3
Henderson Aviation Airport,DE,0N6
Doyle's Airport,DE,DE00
Belfair Airport,DE,DE32
Schjeldrup Airport,MN,MY64
Pake Airport,MN,MY98
High Lonesome Airport,NM,NM91
Stupek Farms Airport,WI,8WI8
Reading Airport,MI,MI76
Trollman's Field,MI,9MI6
Fentress Airpark,TX,XS90
Flying-A-Ranch Airport,FL,FL84
Horse Fly Airport,WA,WA88
Hite Private Airport,SD,SD49
Summerell Airport,LA,1LS8
Turkey Bluff Airport,WI,7WI0
Fertile Municipal Airport,MN,D14
Fessenden Municipal Airport,ND,D24
Aire Parque Airport,MO,42MO
Dowd Field,MI,MI98
Whitehorse Ranch Airport,OR,OR09
Tannehill Airfield,MI,MI60
Ziggy's Airport,ID,0ID1
O K Flying Club Inc Airport,IL,28IS
Oleo Airport,IN,4II3
Simerly Airport,MO,1MU6
Barrows Airport,VA,VA04
Fincastle Airport,VA,VA83
Howell Airport,IL,33IS
Enoch Airport,IL,35IS
Schaller Airport,OH,27OH
Tathams' STOLport,OH,72OI
Priebe Airport,OH,7D5
Weaver Airport,OH,9OH6
Lutz Airport,OH,9OH7
Ferrell Airport,OH,9OH8
Reservoir Airport,MD,MD95
Finleyville Airpark,PA,G05
Farm Strip,IN,IN98
Wings N Things Airpark & Museum Airport,CO,CO58
J-Lazy-M Ranch Airport,ID,ID04
Planeacres Airport,WI,2WN7
Pfaffenroth Private Airport,WI,
Wilson Airport,IL,62IS
Bowens Mill Christian Center Airport,GA,74GA
Five Mile Airport,AK,FVM
Agro-West Airport,CA,5CA7
West Side Field Station Airport,CA,7CA6
Flagler Aerial Spraying Inc Airport,CO,CO00
Flat Airport,AK,FLT
Leon's Landing Airport,AL,4AL7
Piano Ranch Airport,TX,2TE5
Grayce Farms Airport,PA,PA82
O'Dwyer Airport,NJ,60NJ
Teeny Weeny Acres Airport,NJ,NJ47
Bradford Field,NJ,
The Landing Airport,NJ,NJ50
Cane Creek Airport,NC,4NC6
Barnhart Airport,PA,PS69
Thunder Ridge Ranch,AR,45AR
Flomaton Airport,AL,0AL5
Flora Municipal Airport,IN,5I2
Root Hog Airport,MS,3MS3
E E Lane Airport,MS,3MS6
Mississippi Petrified Forest Airport,MS,MS42
Gilbertson Field,ND,0ND0
Melanie's Airport,FL,05FA
Wilson Creek Airport,AL,0AL9
Estes Airport,KY,67KY
Tullos Field,MS,MS58
Ray Farm Airport,TX,1TE7
Boening Brothers Airport,TX,7TE9
Circle P Ranch Airport,TX,82XS
John B Connally Ranch Airport,TX,8TA0
Gillingham Airport,TX,8TE0
Wall Flying Service Airport,TX,8TE1
Flower Mound Airport,TX,
Shiloh Airport,TX,0TX5
Flowood Industrial STOLport,MS,MS90
Henry Airport,IA,85IA
Hickory Hollow Airport,NY,NY85
Flying M Airport,TX,TA08
Alum Ridge STOLport,VA,09VA
Deer Run Airport,VA,VA06
Cedarville Airport,MI,MI18
Bass Field,AL,02AL
Resort Airport,AL,0AL1
Irwin Farms Airport,AL,4AL2
Styron Airport,AL,AL15
F. Dillenburg Airport,MN,2MN9
Davis Field,GA,3J6
Follett Lipscomb County Airport,TX,T93
Unicorn Airport,LA,LA26
Folsom Airport,NJ,NJ52
Nett Construction Airport,WI,7WI9
Humbert Airport,WA,7WA4
Fordville Airport,ND,ND14
Level Acres Farm Airport,PA,PA84
Fordyce Municipal Airport,AR,5M4
G. V. Montgomery Airport,MS,2M4
Forest Field,OH,9OH9
Clute's Hilltop Airport,NC,69NC
Silver Creek Ranch Airport,CA,41CA
Hayden Mountain Airport,OR,06OR
Slack Airport,PA,18PA
Forest Hill Airport,MD,MD31
Du Fresne Airport,MN,MY82
Judy Ranch Airport,OK,OK39
Ahlers Acres Airport,MO,66MO
Woodliff Airpark,MO,98MO
Riddle's Roost Airport,MO,MO36
F. U. M. A. Airport,VA,VA36
Smith Field,TX,01TE
Sunset Airport,TX,TA18
Curtis and Curtis Airport,NM,65NM
Rice-Bell Field Airport,AR,14AR
Broken Ranch Airport,GA,GA76
A P Hill Aaf (Fort A P Hill) Airport,VA,APH
Jirak Airport,IA,
Blackhawk Island Airport,WI,1WI9
Oakbrook Airport,WI,47WI
J Rock Airport,WI,WI76
Christie Aerodrome,WI,WS49
Fort Bidwell Airport,CA,A28
Bil Lo Airport,NE,51NE
Heaton Airport,NE,75NE
Arrowhead Assault Strip,AR,AZU
Wkr Airport,CO,65CO
Hat-Field STOLport,CO,6CO4
Yankee Field,CO,CO53
Christman Field,CO,CO55
Blue Mountain Airport,TX,TA56
Indian Hammock Airport,FL,FL75
Coates Airport,GA,79GA
Keystone Airport,PA,9PA7
Gerker Airfield,OH,OH60
Amsterdam Airfield,NY,NY87
Lefko Airport,CA,23CA
Sunrise Farms Airport,ME,ME25
Young Tactical Landing Site Airport,WI,WS20
Lopez Ranch Airport,TX,8TE3
Pine Island Airport,FL,1FA3
Strayhorn Ranch Airport,FL,47FD
Tranquility Bay Strip,FL,4FA3
Eagle's Landing Airport,FL,69FL
Woodstock Airport,FL,FL86
Salty Approach Airport,FL,FL90
Flying J Ranch Airport,AL,2AL5
Fort Peck Airport,MT,37S
Adams Ranch Airport,FL,7FL3
Dragonfly Airport,FL,7FL8
Southeastern Airport,FL,FD30
Baggett STOLport,FL,FD57
Aero Acres Airport,FL,FD88
Strazzulla Groves Airport,FL,FL23
Hales 700 Airport,FL,FL29
Treasure Coast Airpark,FL,FL37
Williams Hawgwild Airport,FL,FL56
Evans Properties Inc Airport,FL,FL67
Hop House Airpark,NY,11NK
Di Stefano Airpark,NY,3NY4
Tomcat Airport,NY,44NY
Nellis Field,NY,NY20
O'Riley Airport,NY,NY71
Hickory Acres Airport,NY,NY88
Fort Smith Landing Strip,MT,5U7
Allison Ranch Airport,TX,4TS7
"Faith Cattle Company, Longfellow Ranch Airport",TX,
Double V Ranch Airport,NM,NM38
Regeneration Airport,AZ,5AZ9
Beckley Farms Airport,GA,1GE4
Peachtree Landings Airport,GA,5GE1
Hutto Farm Airport,GA,GE25
Webb & Shepard Farm Airport,GA,
Bradley Airport,FL,FD31
John Peter Smith Health Network Heliport,TX,1XS3
Flying Oaks Airport,TX,2TE2
Fuller Airport,TX,TS00
Stubbs Strip,TX,TS73
Hillwood Heliport,TX,XS96
Markum Ranch Airport,TX,
Standing Rock Airport,ND,Y27
Crystal Lakes Resort Airport,MT,01MT
Mc Ardle Airport,OH,OI77
Diebleys Airport,OH,OI78
Goldfield Ranch Airport,AZ,AZ25
Mc Neil Field,IN,II36
Turner Field,CA,11CA
Fowler Airport,KS,18K
Knapp Personal Use Airport,MN,MY25
Circle Bar Ranch Airport,MS,46MS
Hollingsworth Airport,IN,II39
Hopkins Farms Airport,IN,II40
Wm 'Tiny' Zehnder Field,MI,66G
Frankfort Airport,IL,LL40
Clark Airport,IN,19IN
Frankfort Dow Memorial Field,MI,FKS
Answered Prayer Airport,GA,1GE3
Canary's Airport,IN,20IN
Woods Field,IN,63II
Arnemann Farms Airport,KY,0KY1
Welcome Field,KY,35KY
Franklin's Plainview Airport,NE,8NE6
Smith Airport,NE,8NE7
Fisher Airport,PA,0PA5
Shultz Airport,TN,TN81
Rmr Ranch Airport,TX,1TE9
Gittleson Farms Airport,IL,15IL
Panacea Airport,GA,5GA7
Aero Estates Airport,TX,T25
Cindy Guntly Memorial Airport,WI,62C
Stottlemyer Airport,IN,2II3
Kostroski Airport,CO,43CO
Reed Hollow Ranch Airport,CO,CO96
Zerbe Airport,MT,MT51
Vensil Farms Airport,OH,OI39
Conover Air Lodge Airport,CA,02CL
Young Private Airport,WI,06WI
Geo Jensen Airport,WI,
Burhans Memorial Airport,MD,3MD0
Ijamsville Airport,MD,4MD8
Drewniany-Springmeadow Airport,PA,PA85
Dutch Country Egg Farms Airport,PA,PS35
White Oak Airport,TX,44TX
Indian Springs Ranch Airport,TX,7XS7
Carter Ranch STOLport,TX,8TE7
Tivydale Ranch Airport,TX,8XS0
Cameron Ranch Airport,TX,TE97
Tschirhart Ranch Airport,TX,XS01
Chimney View Airport,VA,5VA5
Dogwood Airpark,VA,VA42
Phillips Airport,MO,32MO
Fredonia Airport,KS,1K7
Bonner Field,KS,SN53
Silver Wings Airport,TX,TS36
Freedom Air Field,OH,7D6
Freedom Municipal Airport,OK,K77
Eden Ranch Airport,OK,OK40
Kindelberger Landing Strip,PA,24PA
Ekdahl Airport,NJ,NJ59
Cuddihy Landing Strip,NJ,NJ60
Hart Airport,MO,1MO2
Dugger Field,FL,0FD3
Freeport/Dornink Airport,IL,C86
Mc Ville Airport,PA,P37
Lindsay Airport,PA,PN25
Seven C's Ranch Airport,TX,0XA4
Duval County Ranch Co Airport,TX,28TA
Duval Freer Airport,TX,T19
Douglass Ranch Airport,TX,TX56
Cherry Hill Airport,IN,40IN
Circle M Ranch Airport,TX,6TX2
Zimmerman Airport,OH,02OH
Gibbs Field,OH,03OH
Jenkins Airport,OH,9OA7
Roaring Springs Ranch Airport,OR,OR10
Malone Airport,NJ,NJ61
Eagles Lair Airport,NJ,NJ63
Northern Aroostook Regional Airport,ME,FVE
Arnold Ranch Airport,CA,37CN
Burden Field-(Rabbit Run) Airport,WA,61WA
Cider Field,PA,PS70
R J C Farms Inc Airport,KS,SN55
Polly Ranch Airport,TX,7XS0
Benger Air Park,TX,X54
Cottonpatch Aerodrome,TX,TA77
Frontenac Airport,MN,MY50
A.C. Miller Airport,MI,
Marsh Field,MD,
Ridge Landing Airport,FL,4FL5
Flying Palomino Ranch Airport,FL,5FA1
Flying-H Airport,FL,FL99
Flying-A-Ranch Airport,MI,39Z
Fry Canyon Field,UT,UT74
Charlie Airport,LA,LA36
Dyer's Landing Airport,ME,57ME
Krill Personal Use Airport,PA,PA86
Cameron Field,GA,GA81
Ramerth Airport,MN,MY06
Larson Airport,ND,6ND2
C A M P Airport,NE,8NE9
Fulton Airport,KY,1M7
Sky-Go Farms Airport,MO,73MU
Fulton-Itawamba County Airport,MS,11M
Kalt Ranch Airport,TX,9TE5
Gackle Municipal Airport,ND,9G9
Gaffney Airport,SC,46SC
Gage Airport,OK,GAG
Barnstormers 5 Airport,MI,16MI
Gleim Field,FL,FD81
Gainesville Memorial Airport,MO,H27
Sunburst Ranch Airport,MO,MU48
North Texas Medical Center Heliport,TX,8TX9
Robotek Airport,TX,TX81
Galbraith Lake Airport,AK,GBH
Heller Airport,IL,22IL
Briggs Brothers Airfield,IL,77LL
Schlosser Airport,MD,29MD
White Farms Airport,KS,36KS
Larry D Boven Airport,MI,2MI3
Shafter Airport,MI,MI77
Carhart Farms Airport,WI,4WI8
Hay Fever Farm Airport,CO,CO59
Cherry Springs Airport,PA,5G6
Horning Airport,OH,OH21
Lake Viking Airport,MO,1MO3
Longwood Mfg Corp Airport,MO,1MO4
Nine Quarter Circle Ranch Airport,MT,1MT0
Sanostee Airport,NM,NM27
Blue Heron Airport,NY,N25
Mustang Airport,CA,2CL9
Flying R Airport,CA,CN24
Galveston Airport,IN,5I6
Rockey's Air Strip,IN,II10
Galway Airport,NY,NY37
Calaway Airport,TX,TS08
Heber Airpark,NY,K30
Bergemann Airport,MN,24MN
Bat Cave Field,TX,TS55
Kitty Hawk Flying Field,TX,TS67
Parker Field,AL,AL18
Gardiner Airport,NY,5NY5
Golden Field (Yellow Hat) Airport,CO,CO61
Gardner Airport,FL,
Hayden Farm Airport,KS,00KS
Hermon Farm Airport,KS,SN59
Pinenut Airport,NV,NV55
Hacienda De Gay Airstrip,GA,7GA3
Angen Field,MN,MN44
Reed-Joseph Land Co. Airport,AR,4AR4
Ganze Ranch Airstrip,TX,TX89
Madeira Airpark,TX,TX91
Peacock STOLport,NC,4NC7
Bagwell Airport,NC,NC99
Davis Airport,SC,SC12
Hartman Airport,PA,PS49
Bossow Airport,OH,
Gates Airport,OH,7D8
Mille Lacs Lake Resort Airport,MN,7MN4
Garrison Municipal Airport,ND,D05
Fischer Private Airport,ND,ND22
Indian Hill Resort Airport,ND,ND87
R D Williams Airport,TX,
Barton Memorial Airport,TX,TS51
Garrison Airport,UT,UT70
Dick Fisher Airport,OR,69OR
Goodin Creek Airport,OR,70OR
Gaston Airport,SC,2SC8
Darden Airport,SC,SC13
Jiles Field,NC,9NC4
Berry Airport,TX,2TX5
Gatesville Municipal Airport,TX,GOP
Hendricks Field At West Creek Ranch Airport,CO,63CO
Klamar Field,MN,77MN
Hagens Private Airport,MN,78MN
Paul Field,MN,79MN
Arthur Field,MN,MN50
Colle Field,MS,34MS
Gay Hill Farm Airport,TX,
Lakes of the North Airport,MI,4Y4
Mckinley Ranch Airport,OK,0OK3
Henley Ranch Airport,AL,AL43
Duford Field,MI,68G
Gen-Airpark,IL,3G8
Rush Field,KS,
Bartell Strip,WI,07WI
Cedar Knoll Flying Ranch Airport,FL,01FL
Southerland Strip,FL,FD92
Adams Airport,IN,1II2
Doc's Airport,NE,18NE
Grammar Airport,NY,NK76
Paine's Airport,OH,98OH
Germack Airport,OH,7D9
Aero Lake Estates Airport,IL,30IS
Ramme Airport,IL,6IL0
Genoa Municipal Airport,NE,97Y
Cherokee Strip,AR,1AR5
Landry STOLport,TX,TS01
Rossler Ranch Airport,TX,59TS
Live Oak County Airport,TX,8T6
Dubey Airport,CA,29CN
