,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
1279,굿나잇 레인의 악령,2016-05-26,(주)나우콘텐츠,알리 비잔,청소년관람불가,54,54,48.81481481,0,목요일,북아메리카,97,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,54,54
1280,인시던트,2016-05-30,(주)투윈글로벌,아이작 에즈반,15세이상관람가,130,109.3333333,1242.88,0,월요일,남아메리카,84,2328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,53,130
1281,다가오는 것들,2016-09-29,찬란,미아 한센-로브,15세이상관람가,1769,27130.5,14099.2,0,목요일,유럽,102,57861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,48,32718
1282,카마수트라: 뱀의 여인,2016-06-01,케이티하이텔(주),M.L. 반데바노프 데바쿤,청소년관람불가,2024,0,3102,0,수요일,아시아,131,6314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,37
1283,엄딸,2016-05-26,주식회사 이엔터,강백호,청소년관람불가,76159.23577,0,54,0,목요일,아시아,75,3574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
1284,오픈 그레이브,2016-05-26,(주)나우콘텐츠,곤잘로 로페즈 갈레고,청소년관람불가,1,23187,48.81481481,0,목요일,북아메리카,98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,1
1285,타부-새누나,2016-06-16,(주)콘텐츠윙,이슬,청소년관람불가,381799.2592,0,215.8,0,목요일,아시아,78,243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,243
1286,크리미널,2016-06-22,(주)영화사 빅,아리엘 브로멘,15세이상관람가,10910,614064,44507.36111,0,수요일,유럽,111,118554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2081,92358
1287,닌자터틀 : 어둠의 히어로,2016-06-16,롯데쇼핑㈜롯데엔터테인먼트,데이브 그린,12세이상관람가,19356,133443,939394.8315,0,목요일,북아메리카,112,499779,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,401,235207
1288,그빨로,2016-06-03,THE 픽쳐스,권만회,청소년관람불가,305640.0234,0,3639.9,0,금요일,아시아,102,6602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,249,284
1289,소녀와 여자,2016-06-16,㈜인디스토리,김효정,15세이상관람가,134026.6175,NA,5107.791667,0,목요일,아시아,95,35080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,210,1017
1290,진주 조개 잡이,2016-06-04,(주)인스터피씨엠,,전체관람가,50853.93333,NA,774.59375,1,토요일,북아메리카,154,984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,201,984
1291,미스터 라잇,2016-06-16,(주)누리픽쳐스,파코 카베자스,청소년관람불가,3375,56828.88889,11785.5,0,목요일,북아메리카,95,378376,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,C,188,12465
1292,예루살렘Z: 좀비와의 전쟁,2016-06-02,(주)엔케이컨텐츠,요아브 파즈,15세이상관람가,49374.08893,NA,366.625,0,목요일,중동,95,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,60,60
1293,옹박 4: 리얼 액션 마스터,2016-06-02,(주)소나무픽쳐스,장-마크 미네오,청소년관람불가,60,60,1360.110169,0,목요일,유럽,82,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1294,헌팅 더 레전드,2016-06-02,주식회사 루믹스미디어,저스틴 스틸리,15세이상관람가,60,60,41.125,0,목요일,북아메리카,96,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,60,60
1295,리틀 데스,2016-06-02,(유)영화사 화수분,조쉬 로슨,청소년관람불가,10,10019.41667,3792.388889,0,목요일,오세아니아,96,2462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,10,10
1296,레드: 위험한 유혹,2016-06-02,주식회사 대양미디어,장정관,청소년관람불가,250552.9895,0,46.5,0,목요일,아시아,75,1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
1297,비밀은 없다,2016-06-23,씨제이이앤엠(주),이경미,청소년관람불가,0,1872660.5,1776720.043,0,목요일,아시아,102,923547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1461,250835
1298,리틀 폭스,2016-06-23,예지림엔터테인먼트,갈수영,전체관람가,429610.1808,324754,10600.7619,0,목요일,아시아,82,23653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,492,16314
1299,데몰리션,2016-07-13,(주)리틀빅픽쳐스,장 마크 발레,청소년관람불가,76931.5,175485.6667,267557.4,0,수요일,북아메리카,100,418549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,356,66549
1300,애마부인 2016,2016-06-14,드림로드,김미연,청소년관람불가,76159.23577,124,NA,0,화요일,아시아,89,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,301,301
1301,감출 수 없는 본능-몰카,2016-06-09,모비딕엔터테인먼트(주),김병관,청소년관람불가,632352.2486,121.6666667,53.5,0,목요일,아시아,95,250,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,250,250
1302,꼬마기사 트랭크,2016-06-16,(주)디스테이션,안소니 파워,전체관람가,429610.1808,NA,NA,0,목요일,유럽,80,15238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,180,7930
1303,탐정사무소-평강공주와 바보온달 무삭제판,2016-06-15,(주)나우콘텐츠,이동현,청소년관람불가,556193.0129,3188.666667,48.81481481,0,수요일,아시아,71,292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,81,292
1304,인썸니악: 사라진기억,2016-06-14,주식회사 루믹스미디어,몬티 미란다,청소년관람불가,60,30.5,41.125,0,화요일,북아메리카,94,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,60,60
1305,인터스텔라: 우주 전쟁,2016-06-09,(주)소나무픽쳐스,마를린 맥코헨,15세이상관람가,668274.6849,0,1360.110169,0,목요일,북아메리카,83,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,60
1306,소년 이야기,2016-06-09,THE 픽쳐스,변주현,청소년관람불가,14,213208,3639.9,0,목요일,아시아,83,1423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,14,14
1307,나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,2016-06-13,(주)드림팩트엔터테인먼트,장성수,청소년관람불가,76159.23577,0,7795.933333,0,월요일,아시아,82,21943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1308,리틀 비트 좀비,2016-06-10,(주)나우콘텐츠,캐시 워커,청소년관람불가,1,1,48.81481481,0,금요일,북아메리카,87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,1,1
1309,여배우의 이중생활,2016-06-09,주식회사 풍경소리,재키 카투,청소년관람불가,1,1,370.4545455,0,목요일,유럽,84,4931,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1
1310,인디펜던스 데이 : 리써전스,2016-06-22,이십세기폭스코리아(주),롤랜드 에머리히,12세이상관람가,569500,519035,1210796.833,0,수요일,북아메리카,120,1241261,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C,170356,1500830
1311,봉이 김선달,2016-07-06,씨제이이앤엠(주),박대민,12세이상관람가,929239.9875,853130.1667,1776720.043,0,수요일,아시아,121,1300263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1741,2051277
1312,우리 연애의 이력,2016-06-29,(주)모멘텀엔터테인먼트,조성은,15세이상관람가,76159.23577,16248,62.57142857,1,수요일,아시아,101,55186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1314,3043
1313,여자전쟁: 비열한 거래,2016-06-16,TCO(주)더콘텐츠온,노진수,청소년관람불가,330,802.9166667,19837,0,목요일,아시아,110,22076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,292,292
1314,동호회의 목적,2016-06-16,(주)영화사 사계절,조경훈,청소년관람불가,76159.23577,0,316.5,0,목요일,아시아,117,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,193,193
1315,폴링 스노우,2017-02-09,주식회사 디에스이이디,샤밈 샤리프,15세이상관람가,381799.2592,77,14007,0,목요일,유럽,94,27418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,113,3065
1316,트릭,2016-07-13,"(주)스톰픽쳐스코리아,(주)이수C&E",이창열,15세이상관람가,556193.0129,44665.33333,73988.5,0,수요일,아시아,94,524493,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,107,38262
1317,디브,2016-09-01,주식회사 디에스이이디,나지 아부 노워,15세이상관람가,2601,2601,14007,0,목요일,아시아,100,11334,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,C,81,2601
1318,어느 독재자,2017-04-06,주식회사 디에스이이디,모흐센 마흐말바프,15세이상관람가,745.6666667,2237,14007,0,목요일,유럽,120,58973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,64,2237
1319,카미노,2016-06-22,(주)블루브릭,조쉬 C. 월러,청소년관람불가,5,30,1,0,수요일,북아메리카,104,791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,60,60
1320,하숙집 2 (무삭제),2016-06-16,(주)소나무픽쳐스,정태령,청소년관람불가,326712.2252,0,1360.110169,0,목요일,아시아,92,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,60,60
1321,악령의 집,2016-06-17,(주)나우콘텐츠,알렉스 머킨,청소년관람불가,54,43233.5,48.81481481,0,금요일,북아메리카,132,862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,54,54
1322,저스트 짐,2016-06-16,THE 픽쳐스,크레이그 로버츠,청소년관람불가,538064.4569,29,3639.9,0,목요일,유럽,84,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,C,38,57
1323,분노,2017-03-30,,피에르 파올로 파솔리니,전체관람가,134026.6175,NA,NA,0,목요일,유럽,136,150504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,17,29061
1324,친구 누나 무삭제,2016-06-21,(주)영화사 사계절,채길병,청소년관람불가,76159.23577,0,316.5,0,화요일,아시아,84,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,10,10
1325,사냥,2016-06-29,롯데쇼핑㈜롯데엔터테인먼트,이우철,15세이상관람가,305640.0234,1371137.576,939394.8315,1,수요일,아시아,93,867539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,166556,645922
1326,레전드 오브 타잔,2016-06-29,워너브러더스 코리아(주),데이빗 예이츠,12세이상관람가,858613.9248,115462,1924465,1,수요일,북아메리카,109,1277406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,87351,858402
1327,빅뱅 메이드,2016-06-30,씨제이 씨지브이(CJ CGV)(주),변진호,12세이상관람가,134026.6175,1341133,310908.9333,0,목요일,아시아,114,46659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,3609,55892
1328,젊은엄마 : 디 오리지널,2016-06-23,골든타이드픽처스(주),정도수,청소년관람불가,76159.23577,0,3295.125,0,목요일,아시아,85,25752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,516,516
1329,보고싶다,2016-06-23,조이월드앤다이버시티,서은아,12세이상관람가,250552.9895,2094,NA,0,목요일,아시아,114,15683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,414,693
1330,부산행,2016-07-20,(주)넥스트엔터테인먼트월드(NEW),연상호,15세이상관람가,20705,3889494.667,1730768.045,0,수요일,아시아,118,2596824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,401,11565827
1331,셀,2016-06-29,(주)드림팩트엔터테인먼트,토드 윌리엄스,청소년관람불가,364251,880649.6667,7795.933333,1,수요일,북아메리카,97,170999,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,371,5617
1332,아이 인 더 스카이,2016-07-14,판씨네마(주),개빈 후드,12세이상관람가,654212,5869,209118.1667,0,목요일,유럽,102,63735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,313,15631
1333,더 웨이브,2016-07-13,(주)팝엔터테인먼트,로아 우타우,12세이상관람가,0,0,15471.31818,0,수요일,유럽,104,218409,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,218,16108
1334,나이스 가이즈,2016-07-06,메가박스(주)플러스엠,쉐인 블랙,청소년관람불가,9001309,322246.2667,300007.5714,0,수요일,북아메리카,116,25947,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C,203,24471
1335,하고 싶은 날,2016-06-28,(주)푸른별 엔터테인먼트,장정관,청소년관람불가,76159.23577,NA,NA,1,화요일,아시아,75,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,193,193
1336,에브리바디 원츠 썸!!,2016-07-14,(주)디스테이션,리차드 링클레이터,청소년관람불가,133937.3333,2427.333333,NA,0,목요일,북아메리카,117,52028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,188,7321
1337,마신자 - 빨간 옷 소녀의 저주,2016-07-21,씨네그루(주)키다리이엔티,웨이-하오 청,15세이상관람가,49374.08893,0,153464.9667,0,목요일,아시아,93,302984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,17,9761
1338,썸머타임: 아름다운 계절,2016-06-23,주식회사 풍경소리,까뜨린느 꼬르시니,청소년관람불가,76159.23577,13452.33333,370.4545455,0,목요일,유럽,106,13756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,9,36
1339,하우스바운드,2016-06-23,(주)에이원엔터테인먼트,제라드 존스톤,청소년관람불가,8,8,842.5,0,목요일,오세아니아,107,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,C,8,8
1340,나이트라이트,2016-06-23,(주)타임픽쳐스,스콧 벡,청소년관람불가,355014.1123,0,7971,0,목요일,북아메리카,83,1880,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,1
1341,히 네버 다이: 뱀파이어의 전설,2016-06-29,(주)도키엔터테인먼트,제이슨 크라브지크,청소년관람불가,355014.1123,0,66.95111111,1,수요일,북아메리카,97,783,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,1
1342,도리를 찾아서,2016-07-06,월트디즈니컴퍼니코리아(주),앤드류 스탠튼,전체관람가,838126,30232.66667,3265032.5,0,수요일,북아메리카,97,876667,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A,79592,2601734
1343,극장판 프리즘스톤 올스타 셀렉션,2016-07-07,(주)박수엔터테인먼트,김영범,전체관람가,1026288.564,NA,50816,0,목요일,아시아,70,22816,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,B,1505,9629
1344,나우 유 씨 미 2,2016-07-13,롯데쇼핑㈜롯데엔터테인먼트,존 추,12세이상관람가,1855917,2094494.667,939394.8315,0,수요일,북아메리카,129,1036805,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,949,3100113
1345,바그다드 카페 : 디렉터스컷,2016-07-14,(주)팝엔터테인먼트,퍼시 애들론,15세이상관람가,538064.4569,0,15471.31818,0,목요일,유럽,108,43084,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,927,20314
1346,미친개들,2016-07-07,(주)디스테이션,에릭 하네조,청소년관람불가,556193.0129,53181.75,NA,0,목요일,유럽,94,46386,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,483,2112
1347,나의 산티아고,2016-07-14,(주)영화사 진진,줄리아 폰 하인츠,12세이상관람가,287511.4674,25702.33333,26747.775,0,목요일,유럽,92,81305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,296,94243
1348,제독 : 미힐 드 로이테르,2016-07-01,(주)드림팩트엔터테인먼트,로엘 르네,15세이상관람가,0,0.5,7795.933333,0,금요일,유럽,128,226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,216,226
1349,슈퍼 프렌즈,2016-08-10,씨네그루(주)키다리이엔티,이경호,전체관람가,206344,0,153464.9667,0,수요일,아시아,82,46923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,200,89615
1350,마탄의 사수,2016-07-03,(주)케빈앤컴퍼니,크리스티안 틸레만,12세이상관람가,533,NA,825.1818182,0,일요일,유럽,149,2645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,176,1170
1351,마일스,2016-08-10,(주)영화사 빅,돈 치들,청소년관람불가,250552.9895,2893095,44507.36111,0,수요일,북아메리카,100,28621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,143,11382
1352,미스터 쿠퍼,2016-06-30,㈜인디스토리,오정미,15세이상관람가,0,15720,5107.791667,0,목요일,아시아,32,17382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,110,220
1353,크로씽 포인트,2016-07-06,(주)블루브릭,다니엘 지릴리,청소년관람불가,305640.0234,39449,1,0,수요일,북아메리카,92,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1354,파우스트의 겁벌,2016-07-05,에스디시코리아 주식회사,알비스 헤르마니스,12세이상관람가,50853.93333,317.3333333,1673.75,0,화요일,유럽,184,358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,24,209
1355,라이엇,2016-07-06,제인앤유,존 라이드,청소년관람불가,122.5,0.5,75.75,0,수요일,북아메리카,107,67725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,1629
1356,웨포나이즈드,2016-07-06,제인앤유,티모시 우드워드 주니어,청소년관람불가,668274.6849,79865.44444,75.75,0,수요일,북아메리카,91,6182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,20,1658
1357,대결,2016-09-22,,자크 리베트,전체관람가,1196943.646,0,NA,0,목요일,유럽,121,8337,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,C,17,32278
1358,플라잉 홈,2016-07-05,(주)라이크 콘텐츠,도미니크 데루데르,15세이상관람가,10,14725,10,0,화요일,유럽,97,4985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,10,10
1359,미저리 고스트,2016-06-30,(주)픽쳐레스크,마이클 스티브,청소년관람불가,336885.5564,0,4,0,목요일,북아메리카,81,3303,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,C,4,4
1360,가라데 파이터,2016-07-01,(주)케이알씨지,호세 몬테시노스,15세이상관람가,1,1,489.7926829,0,금요일,북아메리카,91,1821,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1
1361,터미너스: 인류 멸망의 시작,2016-07-06,(주)도키엔터테인먼트,마크 퓌르미,15세이상관람가,668274.6849,0,66.95111111,0,수요일,북아메리카,93,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1
1362,언더 워터,2016-07-13,유니버설픽쳐스인터내셔널 코리아(유),자움 콜렛 세라,15세이상관람가,2084457,192394.5,615517.7419,0,수요일,북아메리카,86,783561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,29441,384789
1363,주말부부,2016-07-08,(주)전망좋은 영화사,기대호,청소년관람불가,326712.2252,0,NA,0,금요일,아시아,86,7920,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,291,291
1364,어린여자 : 맛있는 관음,2016-07-08,(주)케이알씨지,이민환,청소년관람불가,342,0,489.7926829,0,금요일,아시아,80,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,230,230
1365,카이: 거울 호수의 전설,2016-08-17,메가박스(주)플러스엠,이성강,전체관람가,429610.1808,0,300007.5714,0,수요일,아시아,96,69937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,224,24695
1366,이레셔널 맨,2016-07-21,(주)프레인글로벌,우디 앨런,청소년관람불가,77308,1176768,106346.4615,0,목요일,북아메리카,95,45719,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,B,214,19287
1367,나만의 승진 테크닉,2016-07-07,노바엔터테인먼트,강백호,청소년관람불가,76159.23577,NA,1554,0,목요일,아시아,75,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,213,213
1368,볼쇼이 바빌론,2016-08-25,주식회사 쇼미미디어앤트레이딩,닉 리드,12세이상관람가,134026.6175,NA,2480.75,0,목요일,유럽,83,29816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,89,1288
1369,워하우스: 죽음의 표식,2016-07-08,(주)나우콘텐츠,루크 마세이,15세이상관람가,54,27.5,48.81481481,0,금요일,유럽,80,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,54,54
1370,컨파인스,2016-07-07,모비딕엔터테인먼트(주),이탄 락커웨이,15세이상관람가,305640.0234,1240.333333,53.5,0,목요일,북아메리카,87,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,20
1371,불륜관계,2016-07-14,(주)케이알씨지,삼도,15세이상관람가,85,49,489.7926829,0,목요일,아시아,90,85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,3,85
1372,동거의 목적(무삭제판),2016-07-12,(주)제이에이와이이엔터테인먼트,조성우,청소년관람불가,76159.23577,0,70.5,0,화요일,아시아,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1373,어비스: 메가샤크,2016-07-07,(주)케이알씨지,에밀 에드윈 스미스,12세이상관람가,1.5,364.5,489.7926829,0,목요일,북아메리카,85,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1
1374,특수부대 사이보그 솔저,2016-07-07,(주)케이알씨지,그리프 퍼스트,청소년관람불가,0,0,489.7926829,0,목요일,북아메리카,85,2895,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D,1,1
1375,아이스 에이지: 지구 대충돌,2016-07-20,이십세기폭스코리아(주),마이크 트메이어,전체관람가,1648070,672120.3333,1210796.833,0,수요일,북아메리카,94,780524,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,B,18031,553760
1376,인천상륙작전,2016-07-27,씨제이이앤엠(주),이재한,12세이상관람가,8108,279171.3333,1776720.043,1,수요일,아시아,110,823936,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1746,7050475
1377,여자전쟁: 봉천동 혈투,2016-07-14,TCO(주)더콘텐츠온,권성국,청소년관람불가,471547,218135.6667,19837,0,목요일,아시아,94,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,291,291
1378,외도,2016-07-14,㈜리필름,최우성,청소년관람불가,326712.2252,193.3333333,NA,0,목요일,아시아,77,9693,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,252,252
1379,제이슨 본,2016-07-27,유니버설픽쳐스인터내셔널 코리아(유),폴 그린그래스,15세이상관람가,241514,1908472.667,615517.7419,1,수요일,북아메리카,123,1135638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,154,2611966
1380,엑소시즘: 로스트테이프,2016-07-19,주식회사 루믹스미디어,폴 카타라노토,청소년관람불가,49374.08893,0,41.125,0,화요일,북아메리카,74,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,60,60
1381,태양 아래(해설판),2016-07-14,THE 픽쳐스,비탈리 만스키,전체관람가,134026.6175,NA,3639.9,0,목요일,유럽,92,516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,39,516
1382,패신저스,2016-07-14,THE 픽쳐스,로드리고 가르시아,12세이상관람가,676424.4991,1220903.5,3639.9,0,목요일,북아메리카,116,1045925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,B,17,668977
1383,말로니의 두 번째 이야기,2016-07-14,(주)우성엔터테인먼트,엠마누엘 베르코,15세이상관람가,10,79.33333333,NA,0,목요일,유럽,120,11994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,9,12
1384,사랑과 어둠의 이야기,2016-09-01,(주)유로커뮤니케이션,나탈리 포트만,12세이상관람가,250552.9895,1459,507.25,0,목요일,북아메리카,99,36252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,8,4377
